Deal_ID,Status,Timestamp,Has_Error,Deal_Value
18,New,2025-06-25 08:24:03,false,300.51
18,In Review,2025-06-26 09:05:31,false,300.51
18,Revision,2025-06-26 12:27:19,true,300.51
18,Rejected,2025-06-29 07:29:32,false,300.51
19,New,2025-04-12 19:30:42,false,352.13
19,In Review,2025-04-15 10:58:21,false,352.13
19,Revision,2025-04-18 07:15:32,true,352.13
19,Rejected,2025-04-18 15:15:17,false,352.13
20,New,2025-09-09 07:58:08,false,989.25
20,In Review,2025-09-09 18:57:23,false,989.25
20,Approved,2025-09-11 06:13:34,false,989.25
21,New,2025-10-16 05:40:10,false,680.82
21,In Review,2025-10-16 22:29:44,false,680.82
21,Approved,2025-10-18 14:14:46,false,680.82
22,New,2025-04-14 04:47:34,false,1195.63
22,In Review,2025-04-16 04:17:04,false,1195.63
22,Approved,2025-04-17 12:57:05,false,1195.63
23,New,2025-03-16 11:36:10,false,604.28
23,In Review,2025-03-18 06:47:04,false,604.28
23,Approved,2025-03-19 00:53:33,false,604.28
24,New,2025-07-28 14:20:07,false,506.05
24,In Review,2025-07-31 07:42:53,false,506.05
24,Approved,2025-08-02 21:53:21,false,506.05
25,New,2025-08-10 02:18:14,false,492.81
25,In Review,2025-08-10 13:33:57,false,492.81
25,Approved,2025-08-13 09:03:06,false,492.81
26,New,2025-09-17 06:11:09,false,1026.75
26,In Review,2025-09-17 21:30:52,false,1026.75
26,Revision,2025-09-18 06:17:58,true,1026.75
26,In Review,2025-09-19 14:28:23,false,1026.75
26,Approved,2025-09-20 22:07:25,false,1026.75
27,New,2025-08-11 13:02:49,false,1185.75
27,In Review,2025-08-11 21:56:11,false,1185.75
27,Rejected,2025-08-13 04:07:11,false,1185.75
28,New,2025-03-24 09:21:29,false,471.19
28,In Review,2025-03-25 18:45:40,false,471.19
28,Revision,2025-03-27 02:17:34,true,471.19
28,In Review,2025-03-27 23:47:27,false,471.19
28,Revision,2025-03-28 19:16:38,true,471.19
28,Approved,2025-03-31 13:54:21,false,471.19
29,New,2025-07-01 22:34:35,false,345.53
29,In Review,2025-07-04 22:31:34,false,345.53
29,Revision,2025-07-07 11:02:53,true,345.53
29,In Review,2025-07-10 08:52:40,false,345.53
29,Revision,2025-07-13 03:43:24,true,345.53
29,Approved,2025-07-15 17:07:56,false,345.53
30,New,2025-03-12 20:52:42,false,660.94
30,In Review,2025-03-13 02:58:59,false,660.94
30,Revision,2025-03-14 07:30:40,true,660.94
30,In Review,2025-03-17 06:28:58,false,660.94
30,Approved,2025-03-18 03:02:49,false,660.94
31,New,2025-05-20 22:13:09,false,1161.59
31,In Review,2025-05-23 21:53:55,false,1161.59
31,Revision,2025-05-25 14:48:09,true,1161.59
31,In Review,2025-05-27 19:05:28,false,1161.59
31,Approved,2025-05-28 07:55:37,false,1161.59
32,New,2025-07-11 11:06:28,false,787.98
32,In Review,2025-07-13 17:27:58,false,787.98
32,Revision,2025-07-13 23:28:03,true,787.98
32,In Review,2025-07-15 18:21:36,false,787.98
32,Revision,2025-07-17 07:33:34,true,787.98
32,Approved,2025-07-19 21:15:00,false,787.98
33,New,2025-01-27 18:28:58,false,467.24
33,In Review,2025-01-29 14:08:06,false,467.24
33,Revision,2025-01-31 15:24:00,true,467.24
33,In Review,2025-02-01 09:51:51,false,467.24
33,Revision,2025-02-01 20:15:23,true,467.24
33,Approved,2025-02-04 12:34:35,false,467.24
34,New,2025-07-24 17:30:05,false,677.3
34,In Review,2025-07-26 12:21:31,false,677.3
34,Revision,2025-07-28 02:57:12,true,677.3
34,In Review,2025-07-30 22:22:58,false,677.3
34,Approved,2025-07-31 14:40:51,false,677.3
35,New,2025-05-11 22:37:26,false,904.52
35,In Review,2025-05-12 21:37:25,false,904.52
35,Approved,2025-05-13 21:45:21,false,904.52
36,New,2025-06-01 13:37:16,false,1198.61
36,In Review,2025-06-04 13:20:53,false,1198.61
36,Approved,2025-06-04 20:28:34,false,1198.61
37,New,2025-11-05 07:24:51,false,1092.78
37,In Review,2025-11-07 22:57:47,false,1092.78
37,Approved,2025-11-09 02:49:48,false,1092.78
38,New,2025-08-21 12:02:10,false,850.51
38,In Review,2025-08-24 11:08:33,false,850.51
38,Revision,2025-08-26 10:55:15,true,850.51
38,Rejected,2025-08-26 13:28:06,false,850.51
39,New,2025-08-08 06:02:19,false,1145.04
39,In Review,2025-08-08 17:26:20,false,1145.04
39,Approved,2025-08-09 03:31:08,false,1145.04
40,New,2025-04-01 04:59:52,false,844.35
40,In Review,2025-04-03 09:13:50,false,844.35
40,Revision,2025-04-04 01:28:57,true,844.35
40,In Review,2025-04-05 23:52:44,false,844.35
40,Approved,2025-04-06 20:21:28,false,844.35
41,New,2025-10-07 13:08:29,false,383.07
41,In Review,2025-10-08 20:47:30,false,383.07
41,Revision,2025-10-09 18:09:33,true,383.07
41,In Review,2025-10-09 20:24:27,false,383.07
41,Revision,2025-10-12 04:23:09,true,383.07
41,Approved,2025-10-14 02:59:01,false,383.07
42,New,2025-07-02 09:18:32,false,684.92
42,In Review,2025-07-02 11:59:08,false,684.92
42,Rejected,2025-07-02 19:15:10,false,684.92
43,New,2025-06-30 09:04:30,false,1051.14
43,In Review,2025-07-02 03:51:02,false,1051.14
43,Revision,2025-07-02 16:13:02,true,1051.14
43,In Review,2025-07-03 03:08:18,false,1051.14
43,Revision,2025-07-04 02:42:59,true,1051.14
43,Approved,2025-07-06 19:38:43,false,1051.14
44,New,2025-10-24 23:28:59,false,489.07
44,In Review,2025-10-25 18:57:00,false,489.07
44,Revision,2025-10-26 04:08:44,true,489.07
44,In Review,2025-10-28 12:45:14,false,489.07
44,Revision,2025-10-31 04:38:35,true,489.07
44,Approved,2025-11-01 11:05:23,false,489.07
45,New,2025-11-04 04:39:27,false,1078.15
45,In Review,2025-11-07 02:59:31,false,1078.15
45,Approved,2025-11-09 13:44:45,false,1078.15
46,New,2025-09-01 09:35:26,false,598.97
46,In Review,2025-09-04 04:44:51,false,598.97
46,Approved,2025-09-06 14:54:15,false,598.97
47,New,2025-03-30 09:06:04,false,1008.64
47,In Review,2025-03-30 18:40:04,false,1008.64
47,Revision,2025-04-02 09:43:10,true,1008.64
47,Rejected,2025-04-04 23:49:16,false,1008.64
48,New,2025-06-02 05:36:05,false,574.67
48,In Review,2025-06-04 15:16:32,false,574.67
48,Revision,2025-06-05 09:12:26,true,574.67
48,Rejected,2025-06-05 12:51:50,false,574.67
49,New,2025-10-13 13:40:31,false,1170.2
49,In Review,2025-10-14 11:12:50,false,1170.2
49,Approved,2025-10-16 10:07:03,false,1170.2
50,New,2025-06-27 06:49:42,false,1145.31
50,In Review,2025-06-27 16:54:09,false,1145.31
50,Revision,2025-06-30 14:49:50,true,1145.31
50,In Review,2025-07-01 05:19:49,false,1145.31
50,Revision,2025-07-04 02:42:27,true,1145.31
50,Approved,2025-07-04 23:17:25,false,1145.31
51,New,2025-08-29 18:04:36,false,582.31
51,In Review,2025-08-31 14:30:41,false,582.31
51,Revision,2025-09-02 04:18:40,true,582.31
51,In Review,2025-09-03 09:16:29,false,582.31
51,Approved,2025-09-05 03:38:09,false,582.31
52,New,2025-01-01 21:23:41,false,1133.02
52,In Review,2025-01-03 13:05:11,false,1133.02
52,Rejected,2025-01-05 17:26:47,false,1133.02
53,New,2025-05-01 12:38:02,false,362.98
53,In Review,2025-05-03 13:07:50,false,362.98
53,Rejected,2025-05-04 14:14:40,false,362.98
54,New,2025-08-26 20:27:13,false,570.29
54,In Review,2025-08-27 20:06:13,false,570.29
54,Revision,2025-08-29 02:41:28,true,570.29
54,Rejected,2025-08-30 08:51:33,false,570.29
55,New,2025-05-20 01:56:05,false,1146.33
55,In Review,2025-05-22 03:20:49,false,1146.33
55,Approved,2025-05-24 20:32:36,false,1146.33
56,New,2025-07-01 03:39:45,false,300.37
56,In Review,2025-07-02 01:44:48,false,300.37
56,Approved,2025-07-03 09:50:19,false,300.37
57,New,2025-06-03 18:42:23,false,697.94
57,In Review,2025-06-04 11:39:56,false,697.94
57,Rejected,2025-06-05 22:47:18,false,697.94
58,New,2025-02-26 07:57:21,false,376.32
58,In Review,2025-02-27 22:02:14,false,376.32
58,Revision,2025-03-01 20:20:36,true,376.32
58,Rejected,2025-03-02 21:48:23,false,376.32
59,New,2025-08-11 08:32:30,false,502.18
59,In Review,2025-08-12 00:28:50,false,502.18
59,Revision,2025-08-12 04:11:26,true,502.18
59,Rejected,2025-08-12 23:19:46,false,502.18
60,New,2025-01-25 08:47:58,false,673.0
60,In Review,2025-01-27 06:52:59,false,673.0
60,Revision,2025-01-27 22:29:37,true,673.0
60,Rejected,2025-01-30 01:14:18,false,673.0
61,New,2025-08-05 19:58:46,false,304.99
61,In Review,2025-08-08 02:32:49,false,304.99
61,Approved,2025-08-10 10:27:00,false,304.99
62,New,2025-02-28 09:01:21,false,1162.17
62,In Review,2025-03-01 23:16:46,false,1162.17
62,Revision,2025-03-02 04:47:41,true,1162.17
62,In Review,2025-03-03 00:14:19,false,1162.17
62,Approved,2025-03-05 13:37:20,false,1162.17
63,New,2025-08-09 15:12:56,false,1189.1
63,In Review,2025-08-11 10:53:50,false,1189.1
63,Revision,2025-08-14 07:24:00,true,1189.1
63,Rejected,2025-08-16 23:47:59,false,1189.1
64,New,2025-06-16 21:50:35,false,1047.51
64,In Review,2025-06-18 14:11:38,false,1047.51
64,Rejected,2025-06-21 06:59:55,false,1047.51
65,New,2025-03-27 20:47:49,false,522.52
65,In Review,2025-03-29 19:26:00,false,522.52
65,Revision,2025-04-01 03:02:25,true,522.52
65,In Review,2025-04-02 17:31:52,false,522.52
65,Approved,2025-04-04 15:24:13,false,522.52
66,New,2025-04-05 14:58:01,false,544.54
66,In Review,2025-04-06 15:20:47,false,544.54
66,Approved,2025-04-08 07:09:26,false,544.54
67,New,2025-08-18 08:04:57,false,935.78
67,In Review,2025-08-18 14:34:42,false,935.78
67,Approved,2025-08-19 21:06:37,false,935.78
68,New,2025-03-10 14:07:42,false,678.13
68,In Review,2025-03-13 07:28:01,false,678.13
68,Revision,2025-03-15 02:21:09,true,678.13
68,In Review,2025-03-17 05:02:21,false,678.13
68,Approved,2025-03-19 19:00:37,false,678.13
69,New,2025-01-03 06:41:49,false,616.58
69,In Review,2025-01-05 13:26:24,false,616.58
69,Revision,2025-01-08 03:10:53,true,616.58
69,In Review,2025-01-10 23:55:18,false,616.58
69,Approved,2025-01-12 07:15:11,false,616.58
70,New,2025-07-19 09:45:37,false,498.48
70,In Review,2025-07-20 03:07:12,false,498.48
70,Revision,2025-07-21 11:37:42,true,498.48
70,In Review,2025-07-21 15:39:36,false,498.48
70,Approved,2025-07-22 17:11:21,false,498.48
71,New,2025-02-24 19:09:15,false,720.65
71,In Review,2025-02-25 06:05:17,false,720.65
71,Revision,2025-02-27 03:38:46,true,720.65
71,In Review,2025-02-27 07:32:01,false,720.65
71,Approved,2025-02-28 13:06:54,false,720.65
72,New,2025-08-01 10:34:37,false,422.13
72,In Review,2025-08-02 20:53:45,false,422.13
72,Approved,2025-08-03 02:24:57,false,422.13
73,New,2025-04-19 04:37:07,false,985.11
73,In Review,2025-04-20 09:09:27,false,985.11
73,Approved,2025-04-22 15:47:53,false,985.11
74,New,2025-01-28 08:41:50,false,317.44
74,In Review,2025-01-30 00:27:24,false,317.44
74,Approved,2025-02-02 00:27:00,false,317.44
75,New,2025-09-16 03:21:56,false,886.58
75,In Review,2025-09-18 10:09:43,false,886.58
75,Rejected,2025-09-21 06:38:05,false,886.58
76,New,2025-02-20 14:52:05,false,413.6
76,In Review,2025-02-22 15:43:49,false,413.6
76,Approved,2025-02-24 09:12:29,false,413.6
77,New,2025-09-11 09:49:58,false,451.01
77,In Review,2025-09-13 06:20:24,false,451.01
77,Rejected,2025-09-15 12:41:42,false,451.01
78,New,2025-11-15 16:35:18,false,397.29
78,In Review,2025-11-15 20:23:09,false,397.29
78,Revision,2025-11-16 20:13:22,true,397.29
78,Rejected,2025-11-18 21:38:14,false,397.29
79,New,2025-08-25 06:54:59,false,368.4
79,In Review,2025-08-27 09:15:34,false,368.4
79,Revision,2025-08-29 07:09:59,true,368.4
79,In Review,2025-08-29 16:17:58,false,368.4
79,Approved,2025-09-01 00:22:23,false,368.4
80,New,2025-02-10 06:45:22,false,1185.46
80,In Review,2025-02-12 15:32:26,false,1185.46
80,Rejected,2025-02-13 17:50:41,false,1185.46
81,New,2025-06-17 07:12:34,false,607.11
81,In Review,2025-06-19 20:40:47,false,607.11
81,Revision,2025-06-22 08:14:34,true,607.11
81,In Review,2025-06-22 17:37:50,false,607.11
81,Approved,2025-06-25 14:53:08,false,607.11
82,New,2025-08-22 17:53:04,false,691.94
82,In Review,2025-08-24 23:15:00,false,691.94
82,Revision,2025-08-27 20:49:59,true,691.94
82,Rejected,2025-08-28 17:44:20,false,691.94
83,New,2025-06-09 21:18:00,false,692.02
83,In Review,2025-06-12 02:28:19,false,692.02
83,Revision,2025-06-12 23:15:35,true,692.02
83,In Review,2025-06-15 12:52:46,false,692.02
83,Approved,2025-06-18 01:01:51,false,692.02
84,New,2025-03-22 19:23:54,false,718.24
84,In Review,2025-03-24 16:07:17,false,718.24
84,Revision,2025-03-25 20:39:03,true,718.24
84,In Review,2025-03-26 00:39:35,false,718.24
84,Revision,2025-03-28 14:13:35,true,718.24
84,Approved,2025-03-29 04:57:19,false,718.24
85,New,2025-04-23 15:29:01,false,1092.29
85,In Review,2025-04-25 18:33:59,false,1092.29
85,Revision,2025-04-26 15:54:19,true,1092.29
85,Rejected,2025-04-26 18:36:57,false,1092.29
86,New,2025-08-26 22:59:28,false,739.72
86,In Review,2025-08-29 06:03:46,false,739.72
86,Approved,2025-08-31 08:24:19,false,739.72
87,New,2025-09-20 00:01:41,false,383.75
87,In Review,2025-09-20 17:32:24,false,383.75
87,Revision,2025-09-22 19:57:54,true,383.75
87,In Review,2025-09-23 19:23:58,false,383.75
87,Approved,2025-09-25 14:06:30,false,383.75
88,New,2025-05-21 17:59:24,false,971.34
88,In Review,2025-05-22 19:08:44,false,971.34
88,Revision,2025-05-24 22:20:43,true,971.34
88,In Review,2025-05-25 19:18:34,false,971.34
88,Approved,2025-05-26 14:54:28,false,971.34
89,New,2025-02-09 18:52:24,false,782.28
89,In Review,2025-02-12 02:13:36,false,782.28
89,Approved,2025-02-12 17:11:14,false,782.28
90,New,2025-08-28 10:42:47,false,1178.95
90,In Review,2025-08-30 01:26:16,false,1178.95
90,Revision,2025-08-30 23:14:51,true,1178.95
90,In Review,2025-08-31 08:17:04,false,1178.95
90,Approved,2025-08-31 23:52:21,false,1178.95
91,New,2025-01-06 00:03:18,false,780.72
91,In Review,2025-01-06 21:15:24,false,780.72
91,Approved,2025-01-09 19:27:27,false,780.72
92,New,2025-02-12 00:08:00,false,1081.62
92,In Review,2025-02-13 12:29:42,false,1081.62
92,Rejected,2025-02-16 03:35:07,false,1081.62
93,New,2025-05-26 16:30:46,false,465.93
93,In Review,2025-05-26 22:06:33,false,465.93
93,Revision,2025-05-29 17:59:01,true,465.93
93,In Review,2025-05-31 05:25:29,false,465.93
93,Approved,2025-06-02 16:58:22,false,465.93
94,New,2025-07-28 01:12:35,false,348.25
94,In Review,2025-07-28 13:39:13,false,348.25
94,Approved,2025-07-30 07:03:09,false,348.25
95,New,2025-02-09 10:08:10,false,988.0
95,In Review,2025-02-11 06:34:42,false,988.0
95,Revision,2025-02-13 15:55:49,true,988.0
95,In Review,2025-02-14 09:43:42,false,988.0
95,Revision,2025-02-16 00:18:31,true,988.0
95,Approved,2025-02-17 09:50:40,false,988.0
96,New,2025-11-24 01:02:51,false,574.84
96,In Review,2025-11-25 22:31:10,false,574.84
96,Revision,2025-11-27 19:11:37,true,574.84
96,In Review,2025-11-30 00:59:59,false,574.84
96,Revision,2025-12-02 21:19:52,true,574.84
96,Approved,2025-12-03 13:52:34,false,574.84
97,New,2025-02-22 03:53:31,false,456.43
97,In Review,2025-02-22 11:08:48,false,456.43
97,Rejected,2025-02-22 13:20:02,false,456.43
98,New,2025-04-07 10:46:24,false,508.33
98,In Review,2025-04-09 14:15:37,false,508.33
98,Revision,2025-04-11 17:28:10,true,508.33
98,In Review,2025-04-13 03:15:06,false,508.33
98,Approved,2025-04-15 05:22:07,false,508.33
99,New,2025-07-26 14:27:33,false,895.06
99,In Review,2025-07-29 09:48:58,false,895.06
99,Revision,2025-07-30 17:34:33,true,895.06
99,Rejected,2025-08-01 09:41:43,false,895.06
100,New,2025-10-01 02:55:07,false,364.27
100,In Review,2025-10-01 16:32:00,false,364.27
100,Revision,2025-10-02 16:03:58,true,364.27
100,In Review,2025-10-04 22:29:35,false,364.27
100,Revision,2025-10-06 16:20:15,true,364.27
100,Approved,2025-10-07 14:32:25,false,364.27
